MEMNAME,APPLICATION,GROUP_NAME,MESSAGE,HANDLED,JOB_NAME,SEVERITY,ORDER_ID,USER_ID,NODE_ID,HOST_TIME,CHANGED_BY,UPD_TIME,NOTES,DATA_CENTER,SERIAL,TYPE,CLOSED_FROM_EM,TICKET_NUMBER,RUN_COUNTER,REMEDY_PROFILE
 ,01A1.기간계-장마감,SP53.자동주문및보수,Ended not OK,0,SPBD1120_S10,V,2a86l,hdpfm,pcua02,2020/08/10 17:05:23,,,,pctmla01,4060,R,,,1,
 ,03E2.EDW-기간계ETT,EC1.업무_고객기본,Ended not OK,0,cbe11b.ett,V,2alia,edwetl,hqit-etl03,2020/08/12 01:08:54,,,,pctmla01,4090,R,,,1,
 ,03E2.EDW-기간계ETT,ES4.매매_여신거래,Ended not OK,0,sll91b.ett,V,2af0b,edwetl,hqit-etl03,2020/08/12 01:16:59,,,,pctmla01,4091,R,,,1,
 ,03E2.EDW-기간계ETT,EZ1.조건_코드,Ended not OK,0,szz64b.ett,V,2amgt,edwetl,hqit-etl03,2020/08/12 01:24:25,,,,pctmla01,4092,R,,,1,
swr90b.ett,03E2.EDW-기간계ETT,ER1.입출금,Ended not OK,0,swr90b.ett,V,2avq3,edwetl,hqit-etl03,2020/08/13 01:02:34,,,,pctmla01,4100,R,,,1,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/06 14:06:49,,,,pctmla01,4017,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,28yb4,hdpfm,pcua02,2020/08/06 22:00:00,,,,pctmla01,4018,R,,,1,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/07 13:00:09,,,,pctmla01,4024,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/07 14:06:59,,,,pctmla01,4025,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,299vb,hdpfm,pcua02,2020/08/07 22:00:00,,,,pctmla01,4028,R,,,1,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,298o5,hdpfm,PCUA,2020/08/07 22:15:00,,,,pctmla01,4029,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,298o7,hdpfm,PCUA,2020/08/07 22:15:00,,,,pctmla01,4030,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,298o6,hdpfm,PCUA,2020/08/07 22:15:00,,,,pctmla01,4031,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/08 13:00:09,,,,pctmla01,4037,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/08 14:05:39,,,,pctmla01,4038,R,,,0,
dummy,03F1.EDW-장시작전,NV2.대시보드,03F1_NV2_DE이 종료 임계치를 초과 했습니다.,0,03F1_NV2_DE,V,29mbo,ctmagt9,PELA01,2020/08/09 10:00:00,,,,pctmla01,4041,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/09 13:00:09,,,,pctmla01,4042,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/09 14:05:39,,,,pctmla01,4043,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/10 13:00:09,,,,pctmla01,4052,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/10 14:06:59,,,,pctmla01,4053,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,2a8jk,hdpfm,pcua02,2020/08/10 22:00:00,,,,pctmla01,4068,R,,,1,
 ,01A1.기간계-장마감,SS1.장내채권체결대사,SSBD0003_S01이 종료 임계치를 초과 했습니다.,0,SSBD0003_S01,V,2auh8,hdpfm,pcua01,2020/08/12 16:00:02,,,,pctmla01,4095,R,,,1,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,2avny,hdpfm,pcua01,2020/08/12 22:00:01,,,,pctmla01,4096,R,,,1,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,2augu,hdpfm,PCUA,2020/08/12 22:15:00,,,,pctmla01,4097,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,2augt,hdpfm,PCUA,2020/08/12 22:15:00,,,,pctmla01,4098,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,2augs,hdpfm,PCUA,2020/08/12 22:15:00,,,,pctmla01,4099,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/13 13:00:09,,,,pctmla01,4106,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/13 14:07:09,,,,pctmla01,4107,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,26dup,hdpfm,pcua02,2020/07/29 22:00:01,,,,pctmla01,3933,R,,,1,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,26cng,hdpfm,PCUA,2020/07/29 22:15:00,,,,pctmla01,3934,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,26cnf,hdpfm,PCUA,2020/07/29 22:15:00,,,,pctmla01,3935,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,26cne,hdpfm,PCUA,2020/07/29 22:15:00,,,,pctmla01,3936,R,,,0,
IOBD0004.sh,02G1.정보계-장중,IO1.OTC_BO익일평가,LATE_SUB,0,IOBD0004_S02,U,26hz3,hdpfm,PIUA_01,2020/07/30 10:05:00,,,,pctmla01,3940,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/07/30 13:00:09,,,,pctmla01,3941,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/07/30 14:06:39,,,,pctmla01,3942,R,,,0,
 ,01A1.기간계-장마감,SS1.장내채권체결대사,SSBD0003_S01이 종료 임계치를 초과 했습니다.,0,SSBD0003_S01,V,26o7x,hdpfm,pcua01,2020/07/30 16:00:01,,,,pctmla01,3943,R,,,1,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,26pen,hdpfm,pcua02,2020/07/30 22:00:00,,,,pctmla01,3944,R,,,1,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,26o7h,hdpfm,PCUA,2020/07/30 22:15:00,,,,pctmla01,3945,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,26o7j,hdpfm,PCUA,2020/07/30 22:15:00,,,,pctmla01,3946,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,2a7cf,hdpfm,PCUA,2020/08/10 22:15:00,,,,pctmla01,4069,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,2a7ce,hdpfm,PCUA,2020/08/10 22:15:00,,,,pctmla01,4070,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,2a7cg,hdpfm,PCUA,2020/08/10 22:15:00,,,,pctmla01,4071,R,,,0,
dummy,03F1.EDW-장시작전,CM9.CMP-종료,03F1_CM9_DE이 시작 임계치를 초과 했습니다.,0,03F1_CM9_DE,V,2aeaj,ctmagt9,PELA01,2020/08/11 06:20:00,,,,pctmla01,4079,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/07/29 14:06:39,,,,pctmla01,3930,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,26o7i,hdpfm,PCUA,2020/07/30 22:15:00,,,,pctmla01,3947,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/07/31 13:00:09,,,,pctmla01,3953,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/07/31 14:06:59,,,,pctmla01,3954,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/12 14:06:49,,,,pctmla01,4094,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,270yq,hdpfm,pcua01,2020/07/31 22:00:00,,,,pctmla01,3958,R,,,1,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,26zrl,hdpfm,PCUA,2020/07/31 22:15:00,,,,pctmla01,3959,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,26zrm,hdpfm,PCUA,2020/07/31 22:15:00,,,,pctmla01,3960,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,26zrk,hdpfm,PCUA,2020/07/31 22:15:00,,,,pctmla01,3961,R,,,0,
 ,01F1.기간계-장시작전,HP1.인사정보변경,YZBD0001_S01이 종료 임계치를 초과 했습니다.,0,YZBD0001_S01,V,26zzw,hdpfm,PCUA,2020/08/01 06:25:00,,,,pctmla01,3965,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/01 13:00:09,,,,pctmla01,3966,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/01 14:05:39,,,,pctmla01,3967,R,,,0,
dummy,03F1.EDW-장시작전,NV2.대시보드,03F1_NV2_DE이 종료 임계치를 초과 했습니다.,0,03F1_NV2_DE,V,27del,ctmagt9,PELA01,2020/08/02 10:00:00,,,,pctmla01,3972,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/02 13:00:09,,,,pctmla01,3973,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/02 14:05:39,,,,pctmla01,3974,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/03 13:00:09,,,,pctmla01,3981,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/03 14:06:49,,,,pctmla01,3982,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,27zmj,hdpfm,pcua01,2020/08/03 22:00:13,,,,pctmla01,3983,R,,,1,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,27yfd,hdpfm,PCUA,2020/08/03 22:15:00,,,,pctmla01,3984,R,,,0,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,27yfe,hdpfm,PCUA,2020/08/03 22:15:00,,,,pctmla01,3985,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,27yff,hdpfm,PCUA,2020/08/03 22:15:00,,,,pctmla01,3986,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/04 13:00:09,,,,pctmla01,3991,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/04 14:06:39,,,,pctmla01,3992,R,,,0,
 ,01A1.기간계-장마감,SS1.장내채권체결대사,SSBD0003_S01이 종료 임계치를 초과 했습니다.,0,SSBD0003_S01,V,28a00,hdpfm,pcua01,2020/08/04 16:00:01,,,,pctmla01,3993,R,,,1,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,28b6q,hdpfm,pcua01,2020/08/04 22:00:00,,,,pctmla01,3994,R,,,1,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,289zl,hdpfm,PCUA,2020/08/04 22:15:00,,,,pctmla01,3995,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,289zk,hdpfm,PCUA,2020/08/04 22:15:00,,,,pctmla01,3996,R,,,0,
dummy,02E1.정보계-날짜변경,KA2.ableMap,02E1_KA2_DE이 시작 임계치를 초과 했습니다.,0,02E1_KA2_DE,V,2aea6,ctmagt9,PIUA_01,2020/08/11 06:30:00,,,,pctmla01,4080,R,,,0,
dummy,02E1.정보계-날짜변경,KR2.MOSAIC,02E1_KR2_DE1이 시작 임계치를 초과 했습니다.,0,02E1_KR2_DE1,V,2aea8,ctmagt9,PIUA_01,2020/08/11 07:00:00,,,,pctmla01,4081,R,,,0,
dummy,03F1.EDW-장시작전,SA9.SAS-종료,03F1_SA9_DE이 시작 임계치를 초과 했습니다.,0,03F1_SA9_DE,V,2aeai,ctmagt9,HQIT-SAS001,2020/08/11 07:35:00,,,,pctmla01,4082,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/11 13:00:09,,,,pctmla01,4083,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/11 14:07:19,,,,pctmla01,4084,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,2ak3r,hdpfm,pcua02,2020/08/11 22:00:00,,,,pctmla01,4085,R,,,1,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,2aiwm,hdpfm,PCUA,2020/08/11 22:15:00,,,,pctmla01,4086,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,2aiwl,hdpfm,PCUA,2020/08/11 22:15:00,,,,pctmla01,4087,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,289zm,hdpfm,PCUA,2020/08/04 22:15:00,,,,pctmla01,3997,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/05 13:00:09,,,,pctmla01,4002,R,,,0,
 , , ,ONE OR MORE JOBS IN DAILY HDSCTM WERE NOT ORDERED,0,,V,00000,,,2020/08/05 14:06:49,,,,pctmla01,4003,R,,,0,
SPBD0275.sh,01B1.기간계-시간외,SP1.해외주식주문결제,SPBD0275_S01이 종료 임계치를 초과 했습니다.,0,SPBD0275_S01,V,28mqx,hdpfm,pcua02,2020/08/05 22:00:00,,,,pctmla01,4004,R,,,1,
SPBD0271.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0271_S02이 시작 임계치를 초과 했습니다.,0,SPBD0271_S02,V,28ljs,hdpfm,PCUA,2020/08/05 22:15:00,,,,pctmla01,4005,R,,,0,
SPBD0201.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0201_S03이 시작 임계치를 초과 했습니다.,0,SPBD0201_S03,V,28ljr,hdpfm,PCUA,2020/08/05 22:15:00,,,,pctmla01,4006,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,28ljt,hdpfm,PCUA,2020/08/05 22:15:00,,,,pctmla01,4007,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/06 13:00:09,,,,pctmla01,4016,R,,,0,
SPBD0275.sh,01C1.기간계-업무마감,SP1.CMA재투자,SPBD0275_S02이 시작 임계치를 초과 했습니다.,0,SPBD0275_S02,V,2aiwn,hdpfm,PCUA,2020/08/11 22:15:00,,,,pctmla01,4088,R,,,0,
 , , ,ONE OR MORE JOBS WILL NOT BE ORDERED DURING UPCOMING SYSTEM DAILY,0,,V,00000,,,2020/08/12 13:00:09,,,,pctmla01,4093,R,,,0,
